NPI,PharmAffil_id,PharmaName,Address1,City,State,PostalCode,Lat,lng,PSAOName,PharmacyChain,MegaChainName
1467692046,9000037,Walgreens,200 W PORTAL AVE,SAN FRANCISCO,CA,94127-1423,37.7389,-122.4683,MEGA CHAIN,WALGREENS,WALGREENS
1992002877,9000037,Walgreens,429 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604-6034,36.3109,-82.3874,MEGA CHAIN,WALGREENS,WALGREENS
1346475894,9000037,Walgreens,2251 N SEMORAN BLVD,ORLANDO,FL,32807-3707,28.5745,-81.3103,MEGA CHAIN,WALGREENS,WALGREENS
1033353222,9000037,Walgreens,500 HOWLAND BLVD,DELTONA,FL,32738-9205,28.8790,-81.1650,MEGA CHAIN,WALGREENS,WALGREENS
1699263921,9000037,Walgreens,1022 WALTON WAY SPC C,AUGUSTA,GA,30901,33.4695,-81.9740,MEGA CHAIN,WALGREENS,WALGREENS
1265958516,9000037,Walgreens,2159 STARING LANE,BATON ROUGE,LA,70810-1038,30.3947,-91.1103,MEGA CHAIN,WALGREENS,WALGREENS
1699780940,9000037,Walgreens,2355 NE 26TH ST,FT LAUDERDALE,FL,33305-1628,26.1600,-80.1166,MEGA CHAIN,WALGREENS,WALGREENS
1093988214,9000037,Walgreens,4380 JEFFERSON DAVIS HWY,BEECH ISLAND,SC,29842-4864,33.5048,-81.8992,MEGA CHAIN,WALGREENS,WALGREENS
1710060124,9000037,WALGREENS,1328 RED WOLF BLVD,JONESBORO,AR,72401-4578,35.8289,-90.6680,MEGA CHAIN,WALGREENS,WALGREENS
1497772883,9000057,WALMART PHARMACY,12555 W SUNRISE BLVD,SUNRISE,FL,33323-0900,26.1480,-80.3185,MEGA CHAIN,WALMART PHARMACY,WALMART PHARMACY
1275554529,9000037,Walgreens,1802 MAIN ST,CHESTER,MD,21619-2604,38.9735,-76.2797,MEGA CHAIN,WALGREENS,WALGREENS
1467467449,9000037,Walgreens,3000 VISTA BLVD,SPARKS,NV,89436-6702,39.5590,-119.7048,MEGA CHAIN,WALGREENS,WALGREENS
1245755842,9000037,WALGREENS,132 MAIN ST,BLOOMINGDALE,NJ,07403-1672,41.0042,-74.3337,MEGA CHAIN,WALGREENS,WALGREENS
1114104908,9000037,Walgreens,5168 N LINCOLN AVE,CHICAGO,IL,60625-0000,41.9755,-87.6925,MEGA CHAIN,WALGREENS,WALGREENS
1538352588,9000037,Walgreens,2595 PEACHTREE PKWY,CUMMING,GA,30041-7223,34.0967,-84.1766,MEGA CHAIN,WALGREENS,WALGREENS
1154528495,9000037,Walgreens,6370 BAYSHORE RD,NORTH FORT MYERS,FL,33917-3137,26.6973,-81.8520,MEGA CHAIN,WALGREENS,WALGREENS
1750710448,9000037,Walgreens,11110 MEDICAL CAMPUS RD,HAGERSTOWN,MD,21742-6700,39.6217,-77.6822,MEGA CHAIN,WALGREENS,WALGREENS
1033633664,9000037,WALGREENS,191 N CHURCH ST,HOMERVILLE,GA,31634-2449,31.0392,-82.7489,MEGA CHAIN,WALGREENS,WALGREENS
1003959040,9000037,Walgreens,9554 E LINCOLN HWY,FRANKFORT,IL,60423-1892,41.5067,-87.8484,MEGA CHAIN,WALGREENS,WALGREENS
1609039916,9000037,Walgreens,14040 W NEWBERRY RD,NEWBERRY,FL,32669-2763,29.6544,-82.4932,MEGA CHAIN,WALGREENS,WALGREENS
1205841590,9000037,Walgreens,24382 MUIRLANDS BLVD,LAKE FOREST,CA,92630-3679,33.6281,-117.7048,MEGA CHAIN,WALGREENS,WALGREENS
1477568798,9000037,Walgreens,13705 PARK BLVD,SEMINOLE,FL,33776-3402,27.8445,-82.8288,MEGA CHAIN,WALGREENS,WALGREENS
1447265640,9000037,Walgreens,1919 WILBRAHAM RD,SPRINGFIELD,MA,01129-1822,42.1147,-72.4974,MEGA CHAIN,WALGREENS,WALGREENS
1376559757,9000037,Walgreens,4400 S HIGHWAY 27,CLERMONT,FL,34711-5383,28.4988,-81.7192,MEGA CHAIN,WALGREENS,WALGREENS
1174538110,9000037,Walgreens,9001 W CENTER RD,OMAHA,NE,68124-2046,41.2335,-96.0534,MEGA CHAIN,WALGREENS,WALGREENS
1427065424,9000037,Walgreens,1456 136TH AVE,SAN LEANDRO,CA,94578-2552,37.7153,-122.1414,MEGA CHAIN,WALGREENS,WALGREENS
1790287621,9000037,WALGREENS,306 CLARKSON AVE,BROOKLYN,NY,11226,40.6552,-73.9496,MEGA CHAIN,WALGREENS,WALGREENS
1275548430,9000037,Walgreens,3341 HALLS FERRY RD,VICKSBURG,MS,39180-5338,32.3151,-90.8756,MEGA CHAIN,WALGREENS,WALGREENS
1659387025,9000037,Walgreens,16201 HARBOR BLVD,FOUNTAIN VALLEY,CA,92708-1371,33.7279,-117.9213,MEGA CHAIN,WALGREENS,WALGREENS
1972518272,9000037,Walgreens,2805 N ROOSEVELT BLVD,KEY WEST,FL,33040-4073,24.5668,-81.7730,MEGA CHAIN,WALGREENS,WALGREENS
1740707603,9000037,WALGREENS,4689 PINSON BLVD,PINSON,AL,35126-35126-420,33.6948,-86.6809,MEGA CHAIN,WALGREENS,WALGREENS
1710994793,9000037,Walgreens,680 S WEBER RD,ROMEOVILLE,IL,60446-4999,41.6003,-88.1239,MEGA CHAIN,WALGREENS,WALGREENS
1083629083,9000037,Walgreens,6768 HIGHWAY 6 S,HOUSTON,TX,77083-1512,29.7043,-95.6447,MEGA CHAIN,WALGREENS,WALGREENS
1831105212,9000037,Walgreens,19935 NW 2ND AVE,MIAMI,FL,33169-2909,25.9575,-80.2055,MEGA CHAIN,WALGREENS,WALGREENS
1447265731,9000037,Walgreens,610 E NEES AVE,FRESNO,CA,93720-2198,36.8525,-119.7740,MEGA CHAIN,WALGREENS,WALGREENS
1477958478,9000057,WALMART PHARMACY,3131 N CEDAR AVE,FRESNO,CA,93703-1532,36.7784,-119.7560,MEGA CHAIN,WALMART PHARMACY,WALMART PHARMACY
1295042257,9000057,Walgreens,1 COOPERTOWNE BLVD,SOMERDALE,NJ,08083-1433,39.8534,-75.0257,MEGA CHAIN,WALMART PHARMACY,WALMART PHARMACY
1346255569,9000037,Walgreens,1200 E WAR MEMORIAL DR,PEORIA HEIGHTS,IL,61616-7723,40.7314,-89.5751,MEGA CHAIN,WALGREENS,WALGREENS
1427064914,9000037,Walgreens,2501 BROADWAY,RIVIERA BEACH,FL,33407-5422,26.7830,-80.0557,MEGA CHAIN,WALGREENS,WALGREENS
1245246719,9000037,Walgreens,1011 GOODMAN RD E,SOUTHAVEN,MS,38671-9505,34.9622,-89.9713,MEGA CHAIN,WALGREENS,WALGREENS
1013094721,9000037,WALGREENS,850 W KEISER AVE,OSCEOLA,AR,72370-3508,35.6981,-89.9814,MEGA CHAIN,WALGREENS,WALGREENS
1871508176,9000037,Walgreens,3007 AVENTURA BLVD BAY 4,MIAMI,FL,33180-3106,25.9622,-80.1414,MEGA CHAIN,WALGREENS,WALGREENS
1184645483,9000044,WINN DIXIE,96076 LOFTON SQUARE CT,YULEE,FL,32097-6347,30.6242,-81.5446,REG CHAIN,WINN DIXIE PHARMACY,REG CHAIN
1245245356,9000037,Walgreens,5755 20TH ST,VERO BEACH,FL,32966-4636,27.6382,-80.4461,MEGA CHAIN,WALGREENS,WALGREENS
1588820807,9000037,Walgreens,226 HIGH ST,ELLSWORTH,ME,04605-1742,44.5329,-68.4075,MEGA CHAIN,WALGREENS,WALGREENS
1750308177,9000057,WALMART PHARMACY,12182 HIGHWAY 92,WOODSTOCK,GA,30188-4885,34.0846,-84.4812,MEGA CHAIN,WALMART PHARMACY,WALMART PHARMACY
1821003971,9000037,Walgreens,201 PLAZA RD,KINGSTON,NY,12401-2974,41.9366,-74.0186,MEGA CHAIN,WALGREENS,WALGREENS
1992710115,9000037,Walgreens,2100 W STATE ST,GENEVA,IL,60134-3693,41.8974,-88.3323,MEGA CHAIN,WALGREENS,WALGREENS
1114932498,9000037,Walgreens,3860 DECOTO RD,FREMONT,CA,94555-3112,37.5711,-122.0311,MEGA CHAIN,WALGREENS,WALGREENS
1437176732,9000057,WALMART PHARMACY,1415 7TH ST S,CLANTON,AL,35045-3746,32.8168,-86.6094,MEGA CHAIN,WALMART PHARMACY,WALMART PHARMACY
1538174859,9000037,Walgreens,200 E ROOSEVELT RD,VILLA PARK,IL,60181-3500,41.8614,-87.9726,MEGA CHAIN,WALGREENS,WALGREENS
1154757748,9000037,Walgreens,1006 MONROE ST,CARTHAGE,NC,28327-7387,35.3404,-79.4035,MEGA CHAIN,WALGREENS,WALGREENS
1760497952,9000037,Walgreens,4420 NW FEDERAL HWY,JENSEN BEACH,FL,34957-3101,27.2593,-80.2824,MEGA CHAIN,WALGREENS,WALGREENS
1306369368,9000037,Rite Aid,410 WEST TOM T HALL BOULEVARD,OLIVE HILL,KY,41164-1328,38.2975,-83.1795,MEGA CHAIN,WALGREENS,WALGREENS
1598701989,9000227,DISCOUNT DRUG MART,17815 PURITAS AVE,CLEVELAND,OH,44135-3819,41.4336,-81.8219,REG CHAIN,DISCOUNT DRUG MART INC,REG CHAIN
1124035118,9000037,Walgreens,3500 SE MARICAMP RD,OCALA,FL,34471-6248,29.1577,-82.0881,MEGA CHAIN,WALGREENS,WALGREENS
1669638714,9000037,Walgreens,379 NORTH ST,MEADVILLE,PA,16335-2554,41.6405,-80.1475,MEGA CHAIN,WALGREENS,WALGREENS
1487669453,9000037,Walgreens,6807 EVERGREEN WAY,EVERETT,WA,98203-5145,47.9357,-122.2184,MEGA CHAIN,WALGREENS,WALGREENS
1518974591,9000037,Walgreens,1250 NE JENSEN BEACH BLVD,JENSEN BEACH,FL,34957-7222,27.2444,-80.2356,MEGA CHAIN,WALGREENS,WALGREENS
1003096496,9000037,Walgreens,442 W STATE RD,ISLAND LAKE,IL,60042-8450,42.2812,-88.2065,MEGA CHAIN,WALGREENS,WALGREENS
1326053463,9000037,Walgreens,1505 E 86TH ST,INDIANAPOLIS,IN,46240-2392,39.9122,-86.1333,MEGA CHAIN,WALGREENS,WALGREENS
1619304482,9000037,Walgreens,3490 NORTHRISE DR,LAS CRUCES,NM,88011-7295,32.3609,-106.7490,MEGA CHAIN,WALGREENS,WALGREENS
1699780700,9000037,Walgreens,11115 E ML KING BLVD,SEFFNER,FL,33584-8378,27.9811,-82.3113,MEGA CHAIN,WALGREENS,WALGREENS
1356842512,9000057,WALMART PHARMACY,9550 BAYMEADOWS RD,JACKSONVILLE,FL,32256-0710,30.2197,-81.5598,MEGA CHAIN,WALMART PHARMACY,WALMART PHARMACY
1831106715,9000037,Walgreens,9159 SE 82ND AVE,PORTLAND,OR,97266-0000,45.4564,-122.5806,MEGA CHAIN,WALGREENS,WALGREENS
1467469478,9000037,Walgreens,2960 CANADA RD,LAKELAND,TN,38002-9712,35.2064,-89.7321,MEGA CHAIN,WALGREENS,WALGREENS
1164437349,9000037,Walgreens,1320 E 47TH ST,CHICAGO,IL,60653-4508,41.8098,-87.5942,MEGA CHAIN,WALGREENS,WALGREENS
1568479566,9000037,Walgreens,5121 QUINCE RD,MEMPHIS,TN,38117-6846,35.0883,-89.8921,MEGA CHAIN,WALGREENS,WALGREENS
1821003898,9000037,Walgreens,9812 NE HIGHWAY 99,VANCOUVER,WA,98665-8935,45.6927,-122.6578,MEGA CHAIN,WALGREENS,WALGREENS
1710904198,9000057,WALMART PHARMACY,700 19TH AVE SE,WILLMAR,MN,56201-5499,45.1013,-95.0357,MEGA CHAIN,WALMART PHARMACY,WALMART PHARMACY
1861407884,9000037,Walgreens,302 CANTON RD,AKRON,OH,44312-1544,41.0547,-81.4395,MEGA CHAIN,WALGREENS,WALGREENS
1275549644,9000037,Walgreens,9009 N 67TH AVE,GLENDALE,AZ,85302-3991,33.5677,-112.2022,MEGA CHAIN,WALGREENS,WALGREENS
1346256815,9000037,Walgreens,100 LINCOLN RD,MIAMI BEACH,FL,33139-2013,25.7904,-80.1290,MEGA CHAIN,WALGREENS,WALGREENS
1013922111,9000037,Walgreens,2202 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534-1724,35.3975,-77.9623,MEGA CHAIN,WALGREENS,WALGREENS
1548275795,9000037,Walgreens,439 W INDIANTOWN RD,JUPITER,FL,33458-3538,26.9344,-80.1010,MEGA CHAIN,WALGREENS,WALGREENS
1083629257,9000037,Walgreens,7925 GUNN HWY,TAMPA,FL,33626-1618,28.0794,-82.5778,MEGA CHAIN,WALGREENS,WALGREENS
1255346524,9000037,Walgreens,1830 W 11TH ST,TRACY,CA,95376-3736,37.7381,-121.4509,MEGA CHAIN,WALGREENS,WALGREENS
1003086380,9000037,Walgreens,12387 YELLOW BLUFF RD,JACKSONVILLE,FL,32226-2025,30.4605,-81.5784,MEGA CHAIN,WALGREENS,WALGREENS
1083621064,9000037,Walgreens,59 BOSTON ST,SALEM,MA,01970-2145,42.5188,-70.9093,MEGA CHAIN,WALGREENS,WALGREENS
1033125406,9000037,Walgreens,11951 N 1ST AVE,ORO VALLEY,AZ,85737-8593,32.4233,-110.9614,MEGA CHAIN,WALGREENS,WALGREENS
1982973756,9000074,PUBLIX PHARMACY,55 AVA WAY,ST AUGUSTINE,FL,32084-2904,29.9174,-81.2935,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1477065712,9000074,PUBLIX PHARMACY,7326 MCCUTCHEON RD,CHATTANOOGA,TN,37421,35.0439,-85.1500,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1083653026,9000074,PUBLIX PHARMACY,879 DAWSONVILLE HWY,GAINESVILLE,GA,30501-2616,34.2976,-83.8563,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1407037377,9000074,PUBLIX PHARMACY,5371 EHRLICH RD,TAMPA,FL,33625-5508,28.0843,-82.5431,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1497794267,9000074,PUBLIX PHARMACY,7835 GUNN HWY,TAMPA,FL,33626-1611,28.0800,-82.5768,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1215439609,NULL,BROADWAY DISCOUNT PHARMACY,1765 N BROADWAY AVE,BARTOW,FL,33830,27.9117,-81.8442,NULL,NULL,NULL
1144747023,9000074,PUBLIX PHARMACY,101 BLUE MOON CROSSING,POOLER,GA,31322-0000,32.0841,-81.2943,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1235672965,9000074,PUBLIX PHARMACY,2275 MARIETTA BLVD NW,ATLANTA,GA,30318-2019,33.8197,-84.4501,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1861918088,NULL,KILPATRICK PHARMACY,415 Co Rd 179,CROSSVILLE,AL,35962,34.2688,-86.0761,NULL,NULL,NULL
1710040225,9000428,KROGER PHARMACY,1751 NEWNAN CROSSING BLVD E,NEWNAN,GA,30265-1517,33.3771,-84.7526,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1386678803,9000074,PUBLIX PHARMACY,123 HONEYBELL WAY,JUPITER,FL,33458-7837,26.9120,-80.1017,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1740875269,NULL,PUBLIX PHARMACY,3080 W Kelly Park Rd,APOPKA,FL,32712,28.7559,-81.5628,NULL,NULL,NULL
1063924397,9000074,PUBLIX PHARMACY,2934 POINT MALLARD PKWY SE,DECATUR,AL,35603-5700,34.5423,-86.9210,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1134889314,NULL,PUBLIX PHARMACY,171 TOWN AND COUNTRY DR,PALATKA,FL,32177,29.6456,-81.6715,NULL,NULL,NULL
1609815547,9000074,PUBLIX PHARMACY,4600 SUMMERLIN RD,FORT MYERS,FL,33919-3005,26.5953,-81.8850,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1689618993,9000605,FRYS PHARMACY,3198 WILLOW CREEK RD,PRESCOTT,AZ,86301-6610,34.6004,-112.4583,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1790726289,9000074,PUBLIX PHARMACY,2774 COBB PKWY NW,KENNESAW,GA,30152-3469,34.0229,-84.6238,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1073086781,9000074,PUBLIX PHARMACY,4771 W ATLANTIC AVE,DELRAY BEACH,FL,33445,26.4591,-80.1195,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1598161333,NULL,FAMILY HEALTH MART PHARMACY,5482 RATTLESNAKE HAMMOCK RD,NAPLES,FL,34113,26.1100,-81.7372,NULL,NULL,NULL
1073554564,9000074,PUBLIX PHARMACY,2380 BUFORD DR,LAWRENCEVILLE,GA,30043-7638,34.0365,-83.9885,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1356375182,9000428,KROGER PHARMACY,3618 HIGHWAY 138 SE,STOCKBRIDGE,GA,30281-4171,33.5507,-84.2726,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1427099910,9000074,PUBLIX PHARMACY,4045 FIVE FORKS TRICKUM RD SW,LILBURN,GA,30047-2538,33.8702,-84.0929,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1235725987,NULL,FLORIDA FAMILY PHARMACY,14889 TAMIAMI TRL,NORTH PORT,FL,34287,27.0397,-82.2210,NULL,NULL,NULL
1881633840,9000074,PUBLIX PHARMACY,3550 CENTERVILLE HWY,SNELLVILLE,GA,30039-4133,33.8025,-84.0412,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1215487004,9000074,PUBLIX PHARMACY,6901 TAFT ST,HOLLYWOOD,FL,33024-3801,26.0259,-80.2265,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1013466440,9000074,PUBLIX PHARMACY,1100 E CERVANTES ST,PENSACOLA,FL,32501-3332,30.4242,-87.2041,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1801026711,9001023,AHF PHARMACY,2900 BISCAYNE BLVD,MIAMI,FL,33137-4122,25.8045,-80.1897,LEADERNET,LEADERNET,PSAO
1689937005,9000074,PUBLIX PHARMACY,1290 W 68TH ST,HIALEAH,FL,33014-4524,25.8837,-80.3091,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1780757302,9000428,KROGER PHARMACY,603 S 4TH ST,CHILLICOTHE,IL,61523-2267,40.9028,-89.4955,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1144674193,NULL,APOLLO PHARMACY,418 W Broughton St,SAVANNAH,GA,31401,32.0803,-81.0970,NULL,NULL,NULL
1659698785,9000074,PUBLIX PHARMACY,2415 MOORES MILL RD,AUBURN,AL,36830-8480,32.5855,-85.4372,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1891207007,9000074,PUBLIX PHARMACY,12850 BISCAYNE BLVD,NORTH MIAMI,FL,33181-2007,25.8952,-80.1635,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1083868277,9000074,PUBLIX PHARMACY,2970 S RIDGEWOOD AVE,EDGEWATER,FL,32141-7527,28.9489,-80.8854,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1871805440,9000074,PUBLIX PHARMACY,13390 PERDIDO KEY DR,PENSACOLA,FL,32507-4631,30.3182,-87.4263,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1134431703,9000074,PUBLIX PHARMACY,1520 N MCMULLEN BOOTH RD,CLEARWATER,FL,33759-2594,27.9807,-82.7107,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1326340399,9000074,PUBLIX PHARMACY,2033 RIVERSIDE AVE,JACKSONVILLE,FL,32204-4442,30.3114,-81.6816,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1326390675,9000074,PUBLIX PHARMACY,3551 US HIGHWAY 441 S,OKEECHOBEE,FL,34974-6247,27.2106,-80.8316,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1477593929,9000074,PUBLIX PHARMACY,1635 OLD 41 HWY NW,KENNESAW,GA,30152-4480,33.9939,-84.5994,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1750892683,9000074,PUBLIX PHARMACY,8455 NW 53RD TER,DORAL,FL,33166-4517,25.8221,-80.3350,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1578860961,9000074,PUBLIX PHARMACY,15000 MIAMI LAKES DR E,MIAMI LAKES,FL,33014-2700,25.9103,-80.3067,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1104273002,NULL,BRYAN PHARMACY INC,6580 Boll Weevil Cir,ENTERPRISE,AL,36330,31.2947,-85.8345,NULL,NULL,NULL
1992206254,9000074,PUBLIX PHARMACY,10015 N DALE MABRY HWY,TAMPA,FL,33618-4409,28.0409,-82.5038,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1992744957,9000074,PUBLIX PHARMACY,6615 MAHAN DR,TALLAHASSEE,FL,32308-1400,30.4799,-84.1672,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1184238321,NULL,CVS,15996 Preserve Market Place,ODESSA,FL,33556,28.1886,-82.5515,NULL,NULL,NULL
1467818922,9000074,PUBLIX PHARMACY,2170 OAKHEART RD,MYRTLE BEACH,SC,29579-0000,33.7587,-78.9587,REG CHAIN,PUBLIX SUPER MARKETS INC,REG CHAIN
1376127167,NULL,CVS,2870 CHERRY ROAD,ROCK HILL,SC,29730,34.9785,-80.9814,NULL,NULL,NULL
1669754255,9000980,INGLES PHARMACY,199 HABERSHAM COUNTY SHOPPING CTR,CORNELIA,GA,30531-3412,34.5116,-83.5433,REG CHAIN,INGLES MARKETS PHARMACY,REG CHAIN
1184946196,9009783,GWINNETT PHARMACY,1880 BRASELTON HWY STE 121,LAWRENCEVILLE,GA,30043-2877,34.0357,-83.9554,UNITED DRUGS,UNITED DRUGS,PSAO
1275782450,9009783,MEDS MADE EASY PHARMACY,3830 BEE RIDGE RD STE 101,SARASOTA,FL,34233-1105,27.2983,-82.4923,UNITED DRUGS,UNITED DRUGS,PSAO
1295933299,9009783,BRADENTON HOMETOWN PHARMACY,1407 57TH AVE W,BRADENTON,FL,34207-3646,27.4407,-82.5766,UNITED DRUGS,UNITED DRUGS,PSAO
1679505523,9000664,STOP AND SHOP PHARMACY,100 STATE ROUTE 36,UNION BEACH,NJ,07735-1454,40.4278,-74.1932,REG CHAIN,STOP AND SHOP PHARMACY,REG CHAIN
1174600902,9009783,X TRA DISCOUNT DRUGS,6953 GALL BLVD,ZEPHYRHILLS,FL,33542-2586,28.2588,-82.1889,UNITED DRUGS,UNITED DRUGS,PSAO
1295895126,9009783,FARMACIA H AND E INC,692 W 29TH ST,HIALEAH,FL,33012-5620,25.8478,-80.2960,UNITED DRUGS,UNITED DRUGS,PSAO
1124334677,9009783,HALEY'S PHARMACY,1625 21ST ST,HALEYVILLE,AL,35565-2039,34.2286,-87.6140,UNITED DRUGS,UNITED DRUGS,PSAO
1679584247,9009783,DALTON PHARMACY,141 S DALTON ST,SLOCOMB,AL,36375-5483,31.1066,-85.5933,UNITED DRUGS,UNITED DRUGS,PSAO
1316243686,9009783,PALMETTO DRUG MART,907 10TH ST E,PALMETTO,FL,34221-4131,27.5212,-82.5550,UNITED DRUGS,UNITED DRUGS,PSAO
1639262280,9009783,BAY PHARMACY,2 E MAGNOLIA AVE,EUSTIS,FL,32726-3417,28.8534,-81.6855,UNITED DRUGS,UNITED DRUGS,PSAO
1851336523,9000147,KING SOOPERS,1611 PACE ST,LONGMONT,CO,80504-3052,40.1868,-105.0758,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1497955900,9000094,SHOP RITE FINANCIAL SERVICES,892 UNION MILL RD,MOUNT LAUREL,NJ,08054-9561,39.9377,-74.9153,REG CHAIN,SHOPRITE SUPERMARKETS,REG CHAIN
1497955900,9000094,SHOP RITE FINANCIAL SERVICES,892 UNION MILL RD,MOUNT LAUREL,NJ,08054-9561,39.9377,-74.9153,ACCESSHEALTH,ACCESSHEALTH,PSAO
1013072693,9009783,ARMUCHEE PHARMACY,4334 MARTHA BERRY HWY NE,ROME,GA,30165-8642,34.3461,-85.1722,UNITED DRUGS,UNITED DRUGS,PSAO
1366509051,9009783,BYNUM DRUG INC,8749 AL HWY 202,BYNUM,AL,36253-0000,32.4951,-87.6602,UNITED DRUGS,UNITED DRUGS,PSAO
1548226434,9009783,BATTENS PRESCRIPTION SHOPPE,1401 ALICE ST,WAYCROSS,GA,31501-4528,31.2207,-82.3519,UNITED DRUGS,UNITED DRUGS,PSAO
1396753927,9009783,LAWLEY DRUG AND MEDICAL,1250 HIGHWAY 77,SOUTHSIDE,AL,35907-0405,33.9346,-86.0243,UNITED DRUGS,UNITED DRUGS,PSAO
1831268697,9009783,U SAVE PHARMACY,120 COLONIAL PROMENADE PKWY,ALABASTER,AL,35007-3155,33.2303,-86.8030,UNITED DRUGS,UNITED DRUGS,PSAO
1134435951,9009783,NEIGHBORHOOD PHARMACY,1780 N CONGRESS AVE,BOYNTON BEACH,FL,33426-8266,26.5429,-80.0903,UNITED DRUGS,UNITED DRUGS,PSAO
1881779452,9009783,MAX DRUGS,4519 HOLLYWOOD BLVD,HOLLYWOOD,FL,33021-6611,26.0106,-80.1887,UNITED DRUGS,UNITED DRUGS,PSAO
1073541165,9000147,King Soopers,3801 E 120TH AVE,THORNTON,CO,80233-6701,39.9147,-104.9433,MEGA CHAIN,THE KROGER COMPANY,THE KROGER COMPANY
1376645127,9001945,GENOA HEALTHCARE,1201 1ST ST S,WINTER HAVEN,FL,33880-3904,28.0090,-81.7280,REG CHAIN,QOL MEDS,REG CHAIN
1427277581,9009783,PHYSICIANS APOTHECARY NOCCALULA,102A ELBE ST,GADSDEN,AL,35904-3933,34.0382,-86.0215,UNITED DRUGS,UNITED DRUGS,PSAO
1538585179,9000980,INGLES PHARMACY,730 N CHURCH ST,THOMASTON,GA,30286-3618,32.9053,-84.3284,REG CHAIN,INGLES MARKETS PHARMACY,REG CHAIN
1477798429,9000980,INGLES PHARMACY,488 CARROLLTON ST,TEMPLE,GA,30179-4144,33.7234,-85.0264,REG CHAIN,INGLES MARKETS PHARMACY,REG CHAIN
1659795730,9000710,HARVEYS SUPERMARKET,1207 W SCREVEN ST,QUITMAN,GA,31643-1817,30.7855,-83.5704,REG CHAIN,BI LO LLC,REG CHAIN
1831513910,9000710,HARVEYS SUPERMARKET,775 GA HIGHWAY 122 W,HAHIRA,GA,31632-1066,30.9900,-83.3805,REG CHAIN,BI LO LLC,REG CHAIN
1043221682,9009783,PEACHCARE DRUGS,550 FRANKLIN GTWY SE,MARIETTA,GA,30067-7708,33.9382,-84.5075,UNITED DRUGS,UNITED DRUGS,PSAO
1669791737,9009783,J'S PHARMACY,760 MARTIN ST S STE A,PELL CITY,AL,35128-2116,33.5808,-86.2759,UNITED DRUGS,UNITED DRUGS,PSAO
1376811802,9009783,RAGLAND PHARMACY,1560 MAIN ST,RAGLAND,AL,35131-3315,33.7432,-86.1449,UNITED DRUGS,UNITED DRUGS,PSAO
1205128774,9009783,"ST JUDE PHARMACY & DISCOUNT, INC",4822 NW 167TH ST,MIAMI LAKES,FL,33014-6426,25.9245,-80.2790,UNITED DRUGS,UNITED DRUGS,PSAO
1689714305,9009783,LA GANGA DISCOUNT PHARMACY,2975 NW 17TH AVE,MIAMI,FL,33142-6631,25.8043,-80.2235,UNITED DRUGS,UNITED DRUGS,PSAO
1295781110,9000050,SAVON PHARMACY,405 S MAIN ST,PAYETTE,ID,83661-3317,44.0694,-116.9344,MEGA CHAIN,ALBERTSON'S/SAFEWAY,ALBERTSON'S/SAFEWAY
