HICL_SEQNO,MEDID,NDC,DrugName,Slug,genericDrugName,formLabel,strength,brandgeneric_code,brandgeneric_desc,DescriptionHeader,Description,DescriptionFooter,Contradictions_Header,Contradictions,SideEffects_Header,SideEffects,SideEffects_Footer
143,221842,00378043401,metoprolol ta-hydrochlorothiaz,metoprolol-ta-hydrochlorothiaz,metoprolol ta-hydrochlorothiaz,Tablet,100 mg-25 mg,1,Generic,What is Metoprolol-Hydrochlorothiazide?,METOPROLOL; HYDROCHLOROTHIAZIDE (me TOE proe lole; hye droe klor oh THYE a zide) is a combination of a beta-blocker and a diuretic. It is used to treat high blood pressure.,Metoprolol-Hydrochlorothiazide may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Metoprolol-Hydrochlorothiazide?,"They need to know if you have any of these conditions:\n\n  -circulation problems, or blood vessel disease\n  -decreased urine\n  -diabetes\n  -heart disease, heart failure or a history of heart attack\n  -kidney disease\n  -liver disease\n  -lung or breathing disease, like asthma\n  -pheochromocytoma\n  -slow heart rate\n  -thyroid disease\n  -an unusual or allergic reaction to metoprolol, hydrochlorothiazide, sulfa drugs, or other drugs, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Metoprolol-Hydrochlorothiazide?,"Side effects that you should report to your doctor or health care provider as soon as possible:\n\n  -changes in vision\n  -cold, tingling, or numb hands or feet\n  -difficulty breathing, wheezing\n  -eye pain\n  -irregular heartbeat, palpitations, or chest pain\n  -muscle cramps\n  -redness, blistering, peeling or loosening of the skin, including inside the mouth\n  -signs and symptoms of high blood sugar (increased hunger, thirst or urination; unusually weak or tired, blurry vision)\n  -swollen legs or ankles\n  -tremor, shakes\n  -unusual skin rash or bruising\n  -unusually weak or tired\n  -vomiting\n  -worsened gout pain\n  -yellowing of the eyes or skin\nSide effects that usually do not require medical attention (report to your doctor or health care provider if they continue or are bothersome):\n\n  -changes in sex drive or performance\n  -cough\n  -depression\n  -diarrhea\n  -nausea",This list may not describe all possible side effects for Metoprolol-Hydrochlorothiazide. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
147,161211,00591578301,atenolol-chlorthalidone,atenolol-chlorthalidone,atenolol-chlorthalidone,Tablet,100 mg-25 mg,1,Generic,What is Atenolol W-Chlorthalidone?,ATENOLOL; CHLORTHALIDONE (a TEN oh lole; klor THAL i done) is a combination of a beta blocker and a diuretic. It is used to treat high blood pressure.,Atenolol W-Chlorthalidone may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Atenolol W-Chlorthalidone?,"They need to know if you have any of these conditions:\n\n  -chest pain or angina\n  -decreased urine\n  -diabetes\n  -gout\n  -heart or vessel disease like slow heart rate, worsening heart failure, heart block, sick sinus syndrome or Raynaud''s disease\n  -kidney or liver disease\n  -lung or breathing disease\n  -pheochromocytoma\n  -thyroid disease\n  -an unusual or allergic reaction to chlorthalidone, atenolol, other beta-blockers, sulfa drugs, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Atenolol W-Chlorthalidone?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n\n  -breathing problems\n\n  -chest pain\n\n  -cold, tingling, or numb hands or feet\n\n  -irregular heartbeat\n\n  -muscle cramps\n\n  -redness, blistering, peeling or loosening of the skin, including inside the mouth\n\n  -signs and symptoms of high blood sugar such as being more thirsty or hungry or having to urinate more than normal. You may also feel very tired or have blurry vision.\n\n  -swollen ankles, legs\n\n  -trouble passing urine\n\n  -unusual bruising\n\n  -unusually weak\n\n  -vomiting\n\n  -worsened gout pain\n\n  -yellowing of the eyes or skin\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -change in sex drive or performance\n\n  -depression\n\n  -diarrhea\n\n  -dry eyes or mouth\n\n  -headache\n\n  -nausea",This list may not describe all possible side effects for Atenolol W-Chlorthalidone. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
147,192199,29300040001,atenolol-chlorthalidone,atenolol-chlorthalidone,atenolol-chlorthalidone,Tablet,50 mg-25 mg,1,Generic,What is Atenolol W-Chlorthalidone?,ATENOLOL; CHLORTHALIDONE (a TEN oh lole; klor THAL i done) is a combination of a beta blocker and a diuretic. It is used to treat high blood pressure.,Atenolol W-Chlorthalidone may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Atenolol W-Chlorthalidone?,"They need to know if you have any of these conditions:\n\n  -chest pain or angina\n  -decreased urine\n  -diabetes\n  -gout\n  -heart or vessel disease like slow heart rate, worsening heart failure, heart block, sick sinus syndrome or Raynaud''s disease\n  -kidney or liver disease\n  -lung or breathing disease\n  -pheochromocytoma\n  -thyroid disease\n  -an unusual or allergic reaction to chlorthalidone, atenolol, other beta-blockers, sulfa drugs, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Atenolol W-Chlorthalidone?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n\n  -breathing problems\n\n  -chest pain\n\n  -cold, tingling, or numb hands or feet\n\n  -irregular heartbeat\n\n  -muscle cramps\n\n  -redness, blistering, peeling or loosening of the skin, including inside the mouth\n\n  -signs and symptoms of high blood sugar such as being more thirsty or hungry or having to urinate more than normal. You may also feel very tired or have blurry vision.\n\n  -swollen ankles, legs\n\n  -trouble passing urine\n\n  -unusual bruising\n\n  -unusually weak\n\n  -vomiting\n\n  -worsened gout pain\n\n  -yellowing of the eyes or skin\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -change in sex drive or performance\n\n  -depression\n\n  -diarrhea\n\n  -dry eyes or mouth\n\n  -headache\n\n  -nausea",This list may not describe all possible side effects for Atenolol W-Chlorthalidone. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
159,172302,43598043501,nitroglycerin,nitroglycerin,nitroglycerin,"Tablet, Sublingual",0.3 mg,1,Generic,What is Nitroglycerin?,"NITROGLYCERIN (nye troe GLI ser in) is a type of vasodilator. It relaxes blood vessels, increasing the blood and oxygen supply to your heart. This medicine is used to relieve chest pain caused by angina. It is also used to prevent chest pain before activities like climbing stairs, going outdoors in cold weather, or sexual activity.",Nitroglycerin may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Nitroglycerin?,"They need to know if you have any of these conditions:\n-anemia\n-head injury, recent stroke, or bleeding in the brain\n-liver disease\n-previous heart attack\n-an unusual or allergic reaction to nitroglycerin, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Nitroglycerin?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-blurred vision\n-dry mouth\n-skin rash\n-sweating\n-the feeling of extreme pressure in the head\n-unusually weak or tired\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-flushing of the face or neck\n-headache\n-irregular heartbeat, palpitations\n-nausea, vomiting",This list may not describe all possible side effects for Nitroglycerin. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
159,216758,00281032608,Nitro-Bid,Nitro-Bid,nitroglycerin,Ointment,1 gram packet of 2 %,2,Brand,What is Nitro-Bid?,"NITROGLYCERIN (nye troe GLI ser in) is a type of vasodilator. It relaxes blood vessels, increasing the blood and oxygen supply to your heart. This medicine is used to prevent chest pain caused by angina. It should not be used for immediate relief during an angina attack.",Nitro-Bid may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Nitro-Bid?,"They need to know if you have any of these conditions:\n-anemia\n-head injury, recent stroke, or bleeding in the brain\n-liver disease\n-previous heart attack\n-an unusual or allergic reaction to nitroglycerin, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Nitro-Bid?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n-blurred vision\n-dry mouth\n-skin irritation from ointment\n-sweating\n-the feeling of extreme pressure in the head\n-unusually weak or tired\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-flushing of the face or neck\n-headache\n-irregular heartbeat, palpitations\n-nausea, vomiting",This list may not describe all possible side effects for Nitro-Bid. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
159,256598,43598043611,nitroglycerin,nitroglycerin,nitroglycerin,"Tablet, Sublingual",0.4 mg,1,Generic,What is Nitroglycerin?,"NITROGLYCERIN (nye troe GLI ser in) is a type of vasodilator. It relaxes blood vessels, increasing the blood and oxygen supply to your heart. This medicine is used to relieve chest pain caused by angina. It is also used to prevent chest pain before activities like climbing stairs, going outdoors in cold weather, or sexual activity.",Nitroglycerin may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Nitroglycerin?,"They need to know if you have any of these conditions:\n-anemia\n-head injury, recent stroke, or bleeding in the brain\n-liver disease\n-previous heart attack\n-an unusual or allergic reaction to nitroglycerin, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Nitroglycerin?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-blurred vision\n-dry mouth\n-skin rash\n-sweating\n-the feeling of extreme pressure in the head\n-unusually weak or tired\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-flushing of the face or neck\n-headache\n-irregular heartbeat, palpitations\n-nausea, vomiting",This list may not describe all possible side effects for Nitroglycerin. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
159,430103,49483022110,Nitro-Time,Nitro-Time,nitroglycerin,"Capsule, Extended Release",2.5 mg,2,Brand,What is Nitro-Time?,"NITROGLYCERIN (nye troe GLI ser in) is a type of vasodilator. It relaxes blood vessels, increasing the blood and oxygen supply to your heart. This medicine is used to prevent chest pain caused by angina. It will not help to stop an episode of chest pain.",Nitro-Time may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Nitro-Time?,"They need to know if you have any of these conditions:\n-liver disease\n-low blood pressure, or low blood volume\n-previous heart attack or heart failure\n-an unusual or allergic reaction to nitroglycerin, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Nitro-Time?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-blurred vision\n-dry mouth\n-skin rash\n-sweating\n-the feeling of extreme pressure in the head\n-unusually weak or tired\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-flushing of the face or neck\n-headache\n-irregular heartbeat, palpitations\n-nausea, vomiting",This list may not describe all possible side effects for Nitro-Time. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
159,430120,49483022210,Nitro-Time,Nitro-Time,nitroglycerin,"Capsule, Extended Release",6.5 mg,2,Brand,What is Nitro-Time?,"NITROGLYCERIN (nye troe GLI ser in) is a type of vasodilator. It relaxes blood vessels, increasing the blood and oxygen supply to your heart. This medicine is used to prevent chest pain caused by angina. It will not help to stop an episode of chest pain.",Nitro-Time may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Nitro-Time?,"They need to know if you have any of these conditions:\n-liver disease\n-low blood pressure, or low blood volume\n-previous heart attack or heart failure\n-an unusual or allergic reaction to nitroglycerin, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Nitro-Time?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-blurred vision\n-dry mouth\n-skin rash\n-sweating\n-the feeling of extreme pressure in the head\n-unusually weak or tired\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-flushing of the face or neck\n-headache\n-irregular heartbeat, palpitations\n-nausea, vomiting",This list may not describe all possible side effects for Nitro-Time. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
166,154356,00781155601,isosorbide dinitrate,isosorbide-dinitrate,isosorbide dinitrate,Tablet,10 mg,1,Generic,What is Isosorbide Dinitrate?,"ISOSORBIDE DINITRATE (eye soe SOR bide  dye NYE trate) is a type of vasodilator. It relaxes blood vessels, increasing the blood and oxygen supply to your heart. This medicine is used to prevent chest pain caused by angina. It will not help to stop an episode of chest pain.",Isosorbide Dinitrate may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Isosorbide Dinitrate?,"They need to know if you have any of these conditions:\n-previous heart attack or heart failure\n-an unusual or allergic reaction to isosorbide dinitrate, nitrates, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Isosorbide Dinitrate?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-bluish discoloration of lips, fingernails, or palms of hands\n-irregular heartbeat, palpitations\n-low blood pressure\n-nausea, vomiting\n-persistent headache\n-unusually weak or tired\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-flushing of the face or neck\n-rash",This list may not describe all possible side effects for Isosorbide Dinitrate. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
166,218233,49884000901,isosorbide dinitrate,isosorbide-dinitrate,isosorbide dinitrate,Tablet,30 mg,1,Generic,What is Isosorbide Dinitrate?,"ISOSORBIDE DINITRATE (eye soe SOR bide  dye NYE trate) is a type of vasodilator. It relaxes blood vessels, increasing the blood and oxygen supply to your heart. This medicine is used to prevent chest pain caused by angina. It will not help to stop an episode of chest pain.",Isosorbide Dinitrate may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Isosorbide Dinitrate?,"They need to know if you have any of these conditions:\n-previous heart attack or heart failure\n-an unusual or allergic reaction to isosorbide dinitrate, nitrates, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Isosorbide Dinitrate?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-bluish discoloration of lips, fingernails, or palms of hands\n-irregular heartbeat, palpitations\n-low blood pressure\n-nausea, vomiting\n-persistent headache\n-unusually weak or tired\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-flushing of the face or neck\n-rash",This list may not describe all possible side effects for Isosorbide Dinitrate. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
166,239642,00781169501,isosorbide dinitrate,isosorbide-dinitrate,isosorbide dinitrate,Tablet,20 mg,1,Generic,What is Isosorbide Dinitrate?,"ISOSORBIDE DINITRATE (eye soe SOR bide  dye NYE trate) is a type of vasodilator. It relaxes blood vessels, increasing the blood and oxygen supply to your heart. This medicine is used to prevent chest pain caused by angina. It will not help to stop an episode of chest pain.",Isosorbide Dinitrate may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Isosorbide Dinitrate?,"They need to know if you have any of these conditions:\n-previous heart attack or heart failure\n-an unusual or allergic reaction to isosorbide dinitrate, nitrates, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Isosorbide Dinitrate?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-bluish discoloration of lips, fingernails, or palms of hands\n-irregular heartbeat, palpitations\n-low blood pressure\n-nausea, vomiting\n-persistent headache\n-unusually weak or tired\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-flushing of the face or neck\n-rash",This list may not describe all possible side effects for Isosorbide Dinitrate. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
166,289103,00781163501,isosorbide dinitrate,isosorbide-dinitrate,isosorbide dinitrate,Tablet,5 mg,1,Generic,What is Isosorbide Dinitrate?,"ISOSORBIDE DINITRATE (eye soe SOR bide  dye NYE trate) is a type of vasodilator. It relaxes blood vessels, increasing the blood and oxygen supply to your heart. This medicine is used to prevent chest pain caused by angina. It will not help to stop an episode of chest pain.",Isosorbide Dinitrate may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Isosorbide Dinitrate?,"They need to know if you have any of these conditions:\n-previous heart attack or heart failure\n-an unusual or allergic reaction to isosorbide dinitrate, nitrates, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Isosorbide Dinitrate?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-bluish discoloration of lips, fingernails, or palms of hands\n-irregular heartbeat, palpitations\n-low blood pressure\n-nausea, vomiting\n-persistent headache\n-unusually weak or tired\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-flushing of the face or neck\n-rash",This list may not describe all possible side effects for Isosorbide Dinitrate. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
168,265239,64980013401,dipyridamole,dipyridamole,dipyridamole,Tablet,50 mg,1,Generic,What is Dipyridamole?,DIPYRIDAMOLE (dye peer ID a mole) is used in patients who have had heart valve replacements. It prevents blood clots and reduces the risk of complications.,Dipyridamole may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Dipyridamole?,"They need to know if you have any of the following conditions:\n-an unusual or allergic reaction to dipyridamole, tartrazine dye, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Dipyridamole?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n-chest pain, tightness\n-fast, slow, or irregular heartbeat\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-diarrhea\n-flushing\n-headache\n-skin rash\n-stomach ache or cramps",This list may not describe all possible side effects for Dipyridamole. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
177,163033,52244002002,Edex,Edex,alprostadil,Kit,20 mcg,2,Brand,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,150388,68462029201,verapamil,verapamil,verapamil,"Tablet, Extended Release",120 mg,1,Generic,What is Verapamil ER?,VERAPAMIL (ver AP a mil) is a calcium channel blocker. It relaxes your blood vessels and decreases the amount of work the heart has to do. It treats high blood pressure.,Verapamil ER may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Verapamil ER?,"They need to know if you have any of these conditions:\n\n  -Duchenne muscular dystrophy\n  -heart disease\n  -irregular heartbeat or rhythm\n  -liver disease\n  -low blood pressure\n  -an unusual or allergic reaction to verapamil, other drugs, foods, dyes or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Verapamil ER?,"Side effects that you should report to your doctor or health care provider as soon as possible:\n\n  -allergic reactions (skin rash, itching or hives; swelling of the face, lips, or tongue)\n  -heart failure (trouble breathing; fast, irregular heartbeat; sudden weight gain; swelling of the ankles, feet, hands; unusually weak or tired)\n  -heartbeat rhythm changes (trouble breathing; chest pain; dizziness; fast, irregular heartbeat; feeling faint or lightheaded, falls)\n  -low blood pressure (dizziness; feeling faint or lightheaded, falls; unusually weak or tired)\nSide effects that usually do not require medical attention (report to your doctor or health care provider if they continue or are bothersome):\n\n  -constipation\n  -facial flushing\n  -headache\n  -nausea\n  -stomach pain\n  -unusual swelling",This list may not describe all possible side effects for Verapamil ER. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
180,167154,23155005901,verapamil,verapamil,verapamil,Tablet,40 mg,1,Generic,What is Verapamil?,VERAPAMIL (ver AP a mil) is a calcium channel blocker. It relaxes your blood vessels and decreases the amount of work the heart has to do. It treats high blood pressure and irregular heartbeat or rhythm. It prevents chest pain (also called angina).,Verapamil may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Verapamil?,"They need to know if you have any of these conditions:\n\n  -Duchenne muscular dystrophy\n  -heart disease\n  -irregular heartbeat or rhythm\n  -liver disease\n  -low blood pressure\n  -an unusual or allergic reaction to verapamil, other drugs, foods, dyes or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Verapamil?,"Side effects that you should report to your doctor or health care provider as soon as possible:\n\n  -allergic reactions (skin rash, itching or hives; swelling of the face, lips, or tongue)\n  -heart failure (trouble breathing; fast, irregular heartbeat; sudden weight gain; swelling of the ankles, feet, hands; unusually weak or tired)\n  -heartbeat rhythm changes (trouble breathing; chest pain; dizziness; fast, irregular heartbeat; feeling faint or lightheaded, falls)\n  -low blood pressure (dizziness; feeling faint or lightheaded, falls; unusually weak or tired)\nSide effects that usually do not require medical attention (report to your doctor or health care provider if they continue or are bothersome):\n\n  -constipation\n  -facial flushing\n  -headache\n  -nausea\n  -stomach pain\n  -unusual swelling",This list may not describe all possible side effects for Verapamil. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
180,167446,00591288601,verapamil,verapamil,verapamil,"Capsule, Extended Release Pellets 24 Hr",360 mg,1,Generic,What is Verapamil?,VERAPAMIL (ver AP a mil) is a calcium channel blocker. It relaxes your blood vessels and decreases the amount of work the heart has to do. It treats high blood pressure.,Verapamil may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Verapamil?,"They need to know if you have any of these conditions:\n\n  -Duchenne muscular dystrophy\n  -heart disease\n  -irregular heartbeat or rhythm\n  -liver disease\n  -low blood pressure\n  -an unusual or allergic reaction to verapamil, other drugs, foods, dyes or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Verapamil?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions (skin rash, itching or hives; swelling of the face, lips, or tongue)\n  -heart failure (trouble breathing; fast, irregular heartbeat; sudden weight gain; swelling of the ankles, feet, hands; unusually weak or tired)\n  -heartbeat rhythm changes (trouble breathing; chest pain; dizziness; fast, irregular heartbeat; feeling faint or lightheaded, falls)\n  -low blood pressure (dizziness; feeling faint or lightheaded, falls; unusually weak or tired)\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -constipation\n  -facial flushing\n  -headache\n  -nausea\n  -stomach pain\n  -unusual swelling",This list may not describe all possible side effects for Verapamil. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
180,190699,75834015801,verapamil,verapamil,verapamil,"Tablet, Extended Release",180 mg,1,Generic,What is Verapamil?,VERAPAMIL (ver AP a mil) is a calcium channel blocker. It relaxes your blood vessels and decreases the amount of work the heart has to do. It treats high blood pressure.,Verapamil may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Verapamil?,"They need to know if you have any of these conditions:\n\n  -Duchenne muscular dystrophy\n  -heart disease\n  -irregular heartbeat or rhythm\n  -liver disease\n  -low blood pressure\n  -an unusual or allergic reaction to verapamil, other drugs, foods, dyes or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Verapamil?,"Side effects that you should report to your doctor or health care provider as soon as possible:\n\n  -allergic reactions (skin rash, itching or hives; swelling of the face, lips, or tongue)\n  -heart failure (trouble breathing; fast, irregular heartbeat; sudden weight gain; swelling of the ankles, feet, hands; unusually weak or tired)\n  -heartbeat rhythm changes (trouble breathing; chest pain; dizziness; fast, irregular heartbeat; feeling faint or lightheaded, falls)\n  -low blood pressure (dizziness; feeling faint or lightheaded, falls; unusually weak or tired)\nSide effects that usually do not require medical attention (report to your doctor or health care provider if they continue or are bothersome):\n\n  -constipation\n  -facial flushing\n  -headache\n  -nausea\n  -stomach pain\n  -unusual swelling",This list may not describe all possible side effects for Verapamil. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
180,216994,23155048601,verapamil,verapamil,verapamil,Tablet,120 mg,1,Generic,What is Verapamil?,VERAPAMIL (ver AP a mil) is a calcium channel blocker. It relaxes your blood vessels and decreases the amount of work the heart has to do. It treats high blood pressure and irregular heartbeat or rhythm. It prevents chest pain (also called angina).,Verapamil may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Verapamil?,"They need to know if you have any of these conditions:\n\n  -Duchenne muscular dystrophy\n  -heart disease\n  -irregular heartbeat or rhythm\n  -liver disease\n  -low blood pressure\n  -an unusual or allergic reaction to verapamil, other drugs, foods, dyes or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Verapamil?,"Side effects that you should report to your doctor or health care provider as soon as possible:\n\n  -allergic reactions (skin rash, itching or hives; swelling of the face, lips, or tongue)\n  -heart failure (trouble breathing; fast, irregular heartbeat; sudden weight gain; swelling of the ankles, feet, hands; unusually weak or tired)\n  -heartbeat rhythm changes (trouble breathing; chest pain; dizziness; fast, irregular heartbeat; feeling faint or lightheaded, falls)\n  -low blood pressure (dizziness; feeling faint or lightheaded, falls; unusually weak or tired)\nSide effects that usually do not require medical attention (report to your doctor or health care provider if they continue or are bothersome):\n\n  -constipation\n  -facial flushing\n  -headache\n  -nausea\n  -stomach pain\n  -unusual swelling",This list may not describe all possible side effects for Verapamil. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
180,218493,00378638001,verapamil,verapamil,verapamil,"Capsule, Extended Release Pellets 24 Hr",180 mg,1,Generic,What is Verapamil?,VERAPAMIL (ver AP a mil) is a calcium channel blocker. It relaxes your blood vessels and decreases the amount of work the heart has to do. It treats high blood pressure.,Verapamil may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Verapamil?,"They need to know if you have any of these conditions:\n\n  -Duchenne muscular dystrophy\n  -heart disease\n  -irregular heartbeat or rhythm\n  -liver disease\n  -low blood pressure\n  -an unusual or allergic reaction to verapamil, other drugs, foods, dyes or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Verapamil?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions (skin rash, itching or hives; swelling of the face, lips, or tongue)\n  -heart failure (trouble breathing; fast, irregular heartbeat; sudden weight gain; swelling of the ankles, feet, hands; unusually weak or tired)\n  -heartbeat rhythm changes (trouble breathing; chest pain; dizziness; fast, irregular heartbeat; feeling faint or lightheaded, falls)\n  -low blood pressure (dizziness; feeling faint or lightheaded, falls; unusually weak or tired)\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -constipation\n  -facial flushing\n  -headache\n  -nausea\n  -stomach pain\n  -unusual swelling",This list may not describe all possible side effects for Verapamil. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
